Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Heart failure	C0018801	MARCKSL1	65108	P49006	MARCKS like 1		112	0.535	0.69	0.014771	0.05	no reported evidence	1.0	5	0	1997.0	2011.0
Heart failure	C0018801	MUC2	4583	Q02817	mucin 2, oligomeric mucus/gel-forming	enzyme modulator	158	0.505	0.724	1.3598e-07	0.05	no reported evidence	1.0	5	0	1997.0	2011.0
Heart failure	C0018801	DES	1674	P17661	desmin		201	0.503	0.759	0.0076905	0.05	no reported evidence	1.0	5	1	2003.0	2015.0
Heart failure	C0018801	PPARGC1B	133522	Q86YN6	PPARG coactivator 1 beta	transcription factor	45	0.642	0.552	0.54291	0.05	no reported evidence	1.0	5	0	2004.0	2013.0
Heart failure	C0018801	DECR1	1666	Q16698	2,4-dienoyl-CoA reductase 1	oxidoreductase	213	0.472	0.759	5.9544e-13	0.04	no reported evidence	1.0	4	0	2010.0	2013.0
Heart failure	C0018801	MIR21	406991		microRNA 21		400	0.407	0.759		0.04	no reported evidence	1.0	4	0	2009.0	2018.0
Heart failure	C0018801	GH1	2688	P01241	growth hormone 1	signaling molecule	316	0.438	0.793	0.031578	0.04	no reported evidence	1.0	4	0	1999.0	2006.0
Heart failure	C0018801	SGCD	6444	Q92629	sarcoglycan delta		62	0.633	0.414	0.0070207	0.04	no reported evidence	1.0	4	0	2006.0	2015.0
Heart failure	C0018801	NM	4827		neutrophil migration		124	0.533	0.69		0.04	no reported evidence	1.0	4	0	2001.0	2008.0
Heart failure	C0018801	KNG1	3827	P01042	kininogen 1	enzyme modulator	159	0.53	0.862	3.6137e-10	0.04	no reported evidence	1.0	4	0	2002.0	2009.0
Heart failure	C0018801	FSD1	79187	Q9BTV5	fibronectin type III and SPRY domain containing 1		119	0.53	0.69	0.25968	0.04	no reported evidence	1.0	4	0	2012.0	2016.0
Heart failure	C0018801	GATA4	2626	P43694	GATA binding protein 4	nucleic acid binding; transcription factor	250	0.482	0.724	0.48748	0.04	no reported evidence	0.75	4	0	2003.0	2012.0
Heart failure	C0018801	GRK5	2869	P34947	G protein-coupled receptor kinase 5	kinase; transferase	46	0.642	0.621	0.73575	0.04	no reported evidence	1.0	4	0	2008.0	2016.0
Heart failure	C0018801	LRPPRC	10128	P42704	leucine rich pentatricopeptide repeat containing		138	0.554	0.724	1.4484e-10	0.04	no reported evidence	1.0	4	0	2001.0	2008.0
Heart failure	C0018801	PRH2	5555	P02810	proline rich protein HaeIII subfamily 2		190	0.48	0.759	0.073818	0.04	no reported evidence	1.0	4	0	2009.0	2015.0
Heart failure	C0018801	IL6ST	3572	P40189	interleukin 6 signal transducer	defense/immunity protein; signaling molecule	140	0.522	0.759	0.99996	0.04	no reported evidence	1.0	4	0	2001.0	2008.0
Heart failure	C0018801	FSD1L	83856	Q9BXM9	fibronectin type III and SPRY domain containing 1 like		115	0.534	0.69	0.18598	0.04	no reported evidence	1.0	4	0	2012.0	2016.0
Heart failure	C0018801	LOX	4015	P28300	lysyl oxidase		187	0.488	0.793	0.98966	0.04	no reported evidence	1.0	4	0	2008.0	2017.0
Heart failure	C0018801	LCN2	3934	P80188	lipocalin 2	isomerase; transfer/carrier protein	230	0.469	0.793	1.4431e-09	0.04	no reported evidence	1.0	4	0	2010.0	2018.0
Heart failure	C0018801	PIK3CA	5290	P42336	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	kinase; transferase	835	0.341	0.897	1.0	0.04	no reported evidence	1.0	4	0	2004.0	2012.0
Heart failure	C0018801	MYBPC3	4607	Q14896	myosin binding protein C, cardiac		64	0.621	0.31	8.2926e-09	0.04	no reported evidence	1.0	4	0	2008.0	2014.0
Heart failure	C0018801	ANXA5	308	P08758	annexin A5		175	0.49	0.69	3.9933e-13	0.03	no reported evidence	1.0	3	0	1998.0	2011.0
Heart failure	C0018801	UTS2	10911	O95399	urotensin 2		71	0.609	0.586	0.029311	0.03	no reported evidence	1.0	3	0	2003.0	2009.0
Heart failure	C0018801	MEF2A	4205	Q02078	myocyte enhancer factor 2A	transcription factor	47	0.648	0.483	0.98872	0.03	no reported evidence	1.0	3	0	2006.0	2012.0
Heart failure	C0018801	DNER	92737	Q8NFT8	delta/notch like EGF repeat containing		72	0.582	0.586	0.14659	0.03	no reported evidence	1.0	3	0	2013.0	2018.0
Heart failure	C0018801	MIR499A	574501		microRNA 499a		81	0.562	0.69		0.03	no reported evidence	1.0	3	0	2011.0	2012.0
Heart failure	C0018801	PITX2	5308	Q99697	paired like homeodomain 2		197	0.51	0.724	0.97909	0.03	no reported evidence	1.0	3	0	2002.0	2014.0
Heart failure	C0018801	RND3	390	P61587	Rho family GTPase 3	enzyme modulator	30	0.681	0.276	0.95708	0.03	no reported evidence	1.0	3	0	2015.0	2016.0
Heart failure	C0018801	PIK3CD	5293	O00329	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	kinase; transferase	487	0.386	0.862	0.99999	0.03	no reported evidence	1.0	3	0	2004.0	2012.0
Heart failure	C0018801	PIK3CB	5291	P42338	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	kinase; transferase	468	0.389	0.862	0.99993	0.03	no reported evidence	1.0	3	0	2004.0	2012.0
Heart failure	C0018801	IL18BP	10068	O95998	interleukin 18 binding protein		30	0.663	0.517	6.8077e-09	0.03	no reported evidence	1.0	3	0	2005.0	2015.0
Heart failure	C0018801	PGR-AS1	101054525		PGR antisense RNA 1		86	0.57	0.586		0.03	no reported evidence	1.0	3	0	1997.0	2005.0
Heart failure	C0018801	CYP2D6	1565	P10635	cytochrome P450 family 2 subfamily D member 6		312	0.461	0.724	2.1514e-23	0.03	no reported evidence	0.666666666666667	3	0	2010.0	2014.0
Heart failure	C0018801	APRT	353	P07741	adenine phosphoribosyltransferase		255	0.453	0.724	2.5437e-11	0.03	no reported evidence	1.0	3	0	2004.0	2012.0
Heart failure	C0018801	MAPK14	1432	Q16539	mitogen-activated protein kinase 14	kinase; transferase	270	0.449	0.862	0.77511	0.03	no reported evidence	1.0	3	0	2001.0	2011.0
Heart failure	C0018801	PTPA	5524	Q15257	protein phosphatase 2 phosphatase activator	enzyme modulator	115	0.54	0.655		0.03	no reported evidence	1.0	3	0	2005.0	2014.0
Heart failure	C0018801	HSPA4	3308	P34932	heat shock protein family A (Hsp70) member 4		292	0.441	0.793	0.9999	0.03	no reported evidence	1.0	3	0	2007.0	2015.0
Heart failure	C0018801	STAT3	6774	P40763	signal transducer and activator of transcription 3	nucleic acid binding; transcription factor	706	0.358	0.862	1.0	0.03	no reported evidence	1.0	3	0	2001.0	2014.0
Heart failure	C0018801	CAD	790	P27708	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	hydrolase; ligase; protease; transferase	109	0.557	0.655	0.99998	0.03	no reported evidence	1.0	3	0	2013.0	2016.0
Heart failure	C0018801	TFAM	7019	Q00059	transcription factor A, mitochondrial		98	0.565	0.655	0.1946	0.03	no reported evidence	1.0	3	0	2006.0	2011.0
Heart failure	C0018801	MIR25	407014		microRNA 25		56	0.6	0.414		0.03	no reported evidence	1.0	3	0	2014.0	2015.0
Heart failure	C0018801	IL4	3565	P05112	interleukin 4		615	0.364	0.931	0.0052963	0.03	no reported evidence	1.0	3	0	1996.0	2014.0
Heart failure	C0018801	ANKRD1	27063	Q15327	ankyrin repeat domain 1		37	0.656	0.552	3.6075e-10	0.03	no reported evidence	1.0	3	0	2009.0	2014.0
Heart failure	C0018801	SLC33A1	9197	O00400	solute carrier family 33 member 1	transporter	117	0.551	0.655	9.1436e-05	0.03	no reported evidence	1.0	3	0	1997.0	2005.0
Heart failure	C0018801	HSPB7	27129	Q9UBY9	heat shock protein family B (small) member 7		8	0.815	0.207	0.066239	0.03	no reported evidence	1.0	3	1	2010.0	2011.0
Heart failure	C0018801	AKT1	207	P31749	AKT serine/threonine kinase 1	calcium-binding protein; kinase; transfer/carrier protein; transferase	760	0.355	0.862	0.97917	0.03	no reported evidence	0.666666666666667	3	0	2010.0	2015.0
Heart failure	C0018801	NPR2	4882	P20594	natriuretic peptide receptor 2	lyase	97	0.624	0.552	0.00014769	0.03	no reported evidence	1.0	3	0	2010.0	2014.0
Heart failure	C0018801	NPPC	4880	P23582	natriuretic peptide C	signaling molecule	44	0.663	0.448	0.062561	0.03	no reported evidence	1.0	3	0	2014.0	2014.0
Heart failure	C0018801	MIR423	494335		microRNA 423		40	0.642	0.448		0.03	no reported evidence	1.0	3	0	2010.0	2016.0
Heart failure	C0018801	VPS51	738	Q9UID3	VPS51, GARP complex subunit		116	0.543	0.655	9.6864e-09	0.03	no reported evidence	1.0	3	0	2000.0	2016.0
Heart failure	C0018801	ATM	472	Q13315	ATM serine/threonine kinase	kinase; nucleic acid binding; transferase	486	0.401	0.862	5.9771e-46	0.03	no reported evidence	1.0	3	0	1997.0	2005.0
Heart failure	C0018801	AIMP2	7965	Q13155	aminoacyl tRNA synthetase complex interacting multifunctional protein 2		184	0.486	0.862	0.0072446	0.02	no reported evidence	1.0	2	0	2001.0	2011.0
Heart failure	C0018801	RYR1	6261	P21817	ryanodine receptor 1	receptor; transporter	183	0.545	0.621	2.2962e-28	0.02	no reported evidence	1.0	2	0	2004.0	2011.0
Heart failure	C0018801	MOK	5891	Q9UQ07	MOK protein kinase	kinase; transferase	104	0.554	0.655	9.9196e-22	0.02	no reported evidence	1.0	2	0	2010.0	2013.0
Heart failure	C0018801	RNF111	54778	Q6ZNA4	ring finger protein 111		15	0.752	0.276	0.99984	0.02	no reported evidence	0.5	2	0	1993.0	1994.0
Heart failure	C0018801	MIR199A1	406976		microRNA 199a-1		41	0.642	0.31		0.02	no reported evidence	1.0	2	0	2012.0	2014.0
Heart failure	C0018801	MIR199A2	406977		microRNA 199a-2		41	0.642	0.31		0.02	no reported evidence	1.0	2	0	2012.0	2014.0
Heart failure	C0018801	MIR216A	406998		microRNA 216a		30	0.676	0.379		0.02	no reported evidence	1.0	2	0	2012.0	2014.0
Heart failure	C0018801	MIR214	406996		microRNA 214		109	0.536	0.655		0.02	no reported evidence	1.0	2	0	2015.0	2016.0
Heart failure	C0018801	LGALS16	148003	A8MUM7	galectin 16	cell adhesion molecule; signaling molecule	18	0.727	0.379	0.00011262	0.02	no reported evidence	1.0	2	0	2013.0	2017.0
Heart failure	C0018801	MIR150	406942		microRNA 150		147	0.51	0.69		0.02	no reported evidence	1.0	2	0	2014.0	2018.0
Heart failure	C0018801	GRAP2	9402	O75791	GRB2 related adaptor protein 2		185	0.484	0.862	0.00066402	0.02	no reported evidence	1.0	2	0	2001.0	2011.0
Heart failure	C0018801	HDAC4	9759	P56524	histone deacetylase 4		133	0.558	0.655	1.0	0.02	no reported evidence	1.0	2	0	2007.0	2013.0
Heart failure	C0018801	HDAC5	10014	Q9UQL6	histone deacetylase 5		48	0.636	0.552	1.0	0.02	no reported evidence	1.0	2	0	2008.0	2011.0
Heart failure	C0018801	PPIG	9360	Q13427	peptidylprolyl isomerase G		114	0.537	0.793	0.9649	0.02	no reported evidence	1.0	2	0	2003.0	2008.0
Heart failure	C0018801	KLF15	28999	Q9UIH9	Kruppel like factor 15	nucleic acid binding; transcription factor	34	0.659	0.552	0.47586	0.02	no reported evidence	1.0	2	0	2010.0	2014.0
Heart failure	C0018801	TWIST1	7291	Q15672	twist family bHLH transcription factor 1	nucleic acid binding; transcription factor	292	0.464	0.759	0.35682	0.02	no reported evidence	1.0	2	0	2011.0	2016.0
Heart failure	C0018801	TIMP3	7078	P35625	TIMP metallopeptidase inhibitor 3	enzyme modulator	207	0.473	0.793	0.6567	0.02	no reported evidence	1.0	2	0	2003.0	2009.0
Heart failure	C0018801	TRPC6	7225	Q9Y210	transient receptor potential cation channel subfamily C member 6	transporter	85	0.567	0.552	2.879e-07	0.02	no reported evidence	1.0	2	0	2007.0	2007.0
Heart failure	C0018801	CHDH	55349	Q8NE62	choline dehydrogenase	oxidoreductase	62	0.616	0.517	1.3847e-06	0.02	no reported evidence	1.0	2	0	1996.0	2012.0
Heart failure	C0018801	QRSL1	55278	Q9H0R6	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1		79	0.579	0.552	4.0335e-08	0.02	no reported evidence	1.0	2	0	2006.0	2007.0
Heart failure	C0018801	SETD2	29072	Q9BYW2	SET domain containing 2		297	0.465	0.724	1.0	0.02	no reported evidence	1.0	2	0	2014.0	2016.0
Heart failure	C0018801	TLR4	7099	O00206	toll like receptor 4		674	0.359	0.931	5.5849e-09	0.02	no reported evidence	0.0	2	0	2007.0	2012.0
Heart failure	C0018801	RBFOX1	54715	Q9NWB1	RNA binding fox-1 homolog 1	nucleic acid binding	73	0.604	0.552	0.95549	0.02	no reported evidence	1.0	2	0	2016.0	2016.0
Heart failure	C0018801	TM7SF2	7108	O76062	transmembrane 7 superfamily member 2	oxidoreductase; receptor	103	0.55	0.69	6.6952e-07	0.02	no reported evidence	1.0	2	0	2012.0	2016.0
Heart failure	C0018801	DUOX1	53905	Q9NRD9	dual oxidase 1	oxidoreductase	38	0.656	0.517	1.5802e-30	0.02	no reported evidence	1.0	2	0	2013.0	2013.0
Heart failure	C0018801	TRPC3	7222	Q13507	transient receptor potential cation channel subfamily C member 3	transporter	42	0.633	0.379	1.1328e-07	0.02	no reported evidence	1.0	2	0	2007.0	2013.0
Heart failure	C0018801	ISYNA1	51477	Q9NPH2	inositol-3-phosphate synthase 1		95	0.548	0.69	2.8453e-05	0.02	no reported evidence	1.0	2	0	1996.0	2014.0
Heart failure	C0018801	DUOX2	50506	Q9NRD8	dual oxidase 2	oxidoreductase	82	0.598	0.69	2.6436e-56	0.02	no reported evidence	1.0	2	0	2013.0	2013.0
Heart failure	C0018801	ERBIN	55914	Q96RT1	erbb2 interacting protein		18	0.735	0.172		0.02	no reported evidence	1.0	2	0	2014.0	2016.0
Heart failure	C0018801	SEMA6A	57556	Q9H2E6	semaphorin 6A	signaling molecule	219	0.468	0.793	0.99993	0.02	no reported evidence	1.0	2	0	2005.0	2013.0
Heart failure	C0018801	POLDIP2	26073	Q9Y2S7	DNA polymerase delta interacting protein 2		178	0.489	0.862	0.40515	0.02	no reported evidence	1.0	2	0	2001.0	2011.0
Heart failure	C0018801	PDE5A	8654	O76074	phosphodiesterase 5A		68	0.611	0.517	0.00011726	0.02	no reported evidence	1.0	2	0	2009.0	2014.0
Heart failure	C0018801	PRRT2	112476	Q7Z6L0	proline rich transmembrane protein 2		196	0.491	0.793	0.56604	0.02	no reported evidence	1.0	2	0	2002.0	2011.0
Heart failure	C0018801	SDC4	6385	P31431	syndecan 4	cell adhesion molecule; cytoskeletal protein; defense/immunity protein; extracellular matrix protein; signaling molecule	30	0.667	0.276	0.0046694	0.02	no reported evidence	1.0	2	0	2013.0	2016.0
Heart failure	C0018801	CXCL12	6387	P48061	C-X-C motif chemokine ligand 12		350	0.421	0.724	0.12736	0.02	no reported evidence	1.0	2	0	2013.0	2016.0
Heart failure	C0018801	FSTL3	10272	O95633	follistatin like 3	enzyme modulator	15	0.735	0.345	0.91405	0.02	no reported evidence	1.0	2	0	2009.0	2013.0
Heart failure	C0018801	AHSA1	10598	O95433	activator of HSP90 ATPase activity 1		174	0.491	0.862	0.99881	0.02	no reported evidence	1.0	2	0	2001.0	2011.0
Heart failure	C0018801	SLC2A1	6513	P11166	solute carrier family 2 member 1		358	0.441	0.69	0.99175	0.02	no reported evidence	1.0	2	0	2002.0	2008.0
Heart failure	C0018801	SLC6A2	6530	P23975	solute carrier family 6 member 2	transporter	130	0.534	0.724	0.065408	0.02	no reported evidence	1.0	2	0	2004.0	2005.0
Heart failure	C0018801	CHEK2	11200	O96017	checkpoint kinase 2		195	0.494	0.621	1.2033e-23	0.02	no reported evidence	1.0	2	0	2003.0	2009.0
Heart failure	C0018801	MMRN1	22915	Q13201	multimerin 1	extracellular matrix protein	137	0.523	0.655	2.251e-24	0.02	no reported evidence	0.5	2	0	1998.0	2012.0
Heart failure	C0018801	HOPX	84525	Q9BPY8	HOP homeobox		40	0.642	0.483	4.8751e-06	0.02	no reported evidence	1.0	2	0	2004.0	2011.0
Heart failure	C0018801	RNF19A	25897	Q9NV58	ring finger protein 19A, RBR E3 ubiquitin protein ligase	ligase	179	0.488	0.862	0.023982	0.02	no reported evidence	1.0	2	0	2001.0	2011.0
Heart failure	C0018801	SPP1	6696	P10451	secreted phosphoprotein 1		481	0.391	0.862	1.0484e-06	0.02	no reported evidence	1.0	2	0	2011.0	2015.0
Heart failure	C0018801	LUC7L3	51747	O95232	LUC7 like 3 pre-mRNA splicing factor		9	0.785	0.207	0.99999	0.02	no reported evidence	1.0	2	0	2011.0	2013.0
Heart failure	C0018801	XBP1	7494	P17861	X-box binding protein 1		113	0.54	0.69	0.022838	0.02	no reported evidence	1.0	2	0	2015.0	2016.0
Heart failure	C0018801	TNNI3K	51086	Q59H18	TNNI3 interacting kinase		26	0.743	0.172	2.4815e-47	0.02	no reported evidence	1.0	2	0	2013.0	2016.0
Heart failure	C0018801	G6PD	2539	P11413	glucose-6-phosphate dehydrogenase	oxidoreductase	225	0.476	0.724	0.94422	0.02	no reported evidence	1.0	2	0	2007.0	2008.0
Heart failure	C0018801	ALAS2	212	P22557	5'-aminolevulinate synthase 2	transferase	59	0.616	0.414	0.99619	0.02	no reported evidence	1.0	2	0	2013.0	2016.0
Heart failure	C0018801	AGER	177	Q15109	advanced glycosylation end-product specific receptor	cell adhesion molecule; receptor	232	0.472	0.724	3.4363e-16	0.02	no reported evidence	1.0	2	0	2010.0	2013.0
Heart failure	C0018801	AXL	558	P30530	AXL receptor tyrosine kinase		121	0.529	0.517	0.018513	0.02	no reported evidence	0.5	2	0	1993.0	1994.0
Heart failure	C0018801	ABCB1	5243	P08183	ATP binding cassette subfamily B member 1	hydrolase; protease	606	0.371	0.828	1.3094e-05	0.02	no reported evidence	1.0	2	0	2011.0	2013.0
Heart failure	C0018801	MYLK	4638	Q15746	myosin light chain kinase		105	0.565	0.621	7.5427e-11	0.02	no reported evidence	1.0	2	0	2007.0	2009.0
Heart failure	C0018801	TLX2	3196	O43763	T cell leukemia homeobox 2		24	0.72	0.414	0.25881	0.02	no reported evidence	1.0	2	0	2004.0	2013.0
Heart failure	C0018801	MPO	4353	P05164	myeloperoxidase	oxidoreductase	327	0.435	0.931	6.8206e-15	0.02	no reported evidence	1.0	2	0	2006.0	2007.0
Heart failure	C0018801	MME	4311	P08473	membrane metalloendopeptidase	hydrolase; protease	237	0.461	0.69	6.9777e-17	0.02	no reported evidence	0.5	2	0	2002.0	2016.0
Heart failure	C0018801	PKD2	5311	Q13563	polycystin 2, transient receptor potential cation channel	enzyme modulator; hydrolase; protease; signaling molecule; transporter	95	0.575	0.655	0.0001935	0.02	no reported evidence	1.0	2	0	2011.0	2013.0
Heart failure	C0018801	BIN1	274	O00499	bridging integrator 1		109	0.573	0.621	0.76923	0.02	no reported evidence	1.0	2	0	2014.0	2016.0
Heart failure	C0018801	HGF	3082	P14210	hepatocyte growth factor	hydrolase; protease	478	0.394	0.793	0.99958	0.02	no reported evidence	1.0	2	0	2002.0	2002.0
Heart failure	C0018801	SERPINA3	12	P01011	serpin family A member 3	enzyme modulator	92	0.572	0.69	8.0723e-14	0.02	no reported evidence	1.0	2	0	2009.0	2013.0
Heart failure	C0018801	ANXA2	302	P07355	annexin A2		179	0.485	0.793	0.0004819	0.02	no reported evidence	1.0	2	0	1998.0	2014.0
Heart failure	C0018801	CRK	1398	P46108	CRK proto-oncogene, adaptor protein		188	0.486	0.862	0.95784	0.02	no reported evidence	1.0	2	0	2001.0	2011.0
Heart failure	C0018801	CTF1	1489	Q16619	cardiotrophin 1		40	0.667	0.345	0.035655	0.02	no reported evidence	1.0	2	0	2002.0	2014.0
Heart failure	C0018801	GNB3	2784	P16520	G protein subunit beta 3	enzyme modulator; hydrolase	139	0.533	0.724	2.9246e-11	0.02	no reported evidence	1.0	2	1	2010.0	2015.0
Heart failure	C0018801	ANGPT2	285	O15123	angiopoietin 2	signaling molecule	211	0.479	0.724	0.85572	0.02	no reported evidence	1.0	2	0	2013.0	2016.0
Heart failure	C0018801	NFKB1	4790	P19838	nuclear factor kappa B subunit 1		611	0.365	0.931	1.0	0.02	no reported evidence	1.0	2	1	2011.0	2013.0
Heart failure	C0018801	CYP2B6	1555	P20813	cytochrome P450 family 2 subfamily B member 6		306	0.437	0.828	3.4958e-10	0.02	no reported evidence	1.0	2	1	2008.0	2016.0
Heart failure	C0018801	CNP	1267	P09543	2',3'-cyclic nucleotide 3' phosphodiesterase	hydrolase	36	0.652	0.483	0.97395	0.02	no reported evidence	1.0	2	0	2010.0	2015.0
Heart failure	C0018801	ANG	283	P03950	angiogenin		118	0.547	0.69	0.29469	0.02	no reported evidence	1.0	2	0	2010.0	2015.0
Heart failure	C0018801	ALDH2	217	P05091	aldehyde dehydrogenase 2 family member	oxidoreductase	236	0.481	0.862	2.464e-09	0.02	no reported evidence	1.0	2	1	2015.0	2015.0
Heart failure	C0018801	CHGA	1113	P10645	chromogranin A		115	0.54	0.621	0.032323	0.02	no reported evidence	1.0	2	0	2004.0	2012.0
Heart failure	C0018801	PRKD1	5587	Q15139	protein kinase D1		117	0.569	0.655	4.4224e-07	0.02	no reported evidence	1.0	2	0	2012.0	2013.0
Heart failure	C0018801	EGFR	1956	P00533	epidermal growth factor receptor		892	0.325	0.862	0.49889	0.02	no reported evidence	0.5	2	0	2005.0	2009.0
Heart failure	C0018801	CDK9	1025	P50750	cyclin dependent kinase 9	kinase; transferase	61	0.616	0.586	0.00010632	0.02	no reported evidence	1.0	2	0	2004.0	2005.0
Heart failure	C0018801	BRCA1	672	P38398	BRCA1, DNA repair associated	ligase	411	0.41	0.862	1.795e-28	0.02	no reported evidence	1.0	2	0	2012.0	2016.0
Heart failure	C0018801	TGFB1	7040	P01137	transforming growth factor beta 1	signaling molecule	847	0.336	0.931	0.17182	0.02	no reported evidence	1.0	2	0	2005.0	2015.0
Heart failure	C0018801	MAPK1	5594	P28482	mitogen-activated protein kinase 1	kinase; transferase	525	0.387	0.862	0.9973	0.02	no reported evidence	1.0	2	0	2001.0	2011.0
Heart failure	C0018801	MAPK8	5599	P45983	mitogen-activated protein kinase 8	kinase; transferase	250	0.458	0.793	0.99827	0.02	no reported evidence	1.0	2	0	2002.0	2010.0
Heart failure	C0018801	ANGPT1	284	Q15389	angiopoietin 1	signaling molecule	184	0.495	0.69	0.99071	0.02	no reported evidence	1.0	2	0	2012.0	2016.0
Heart failure	C0018801	EPO	2056	P01588	erythropoietin		360	0.425	0.759	0.012147	0.02	no reported evidence	1.0	2	0	2010.0	2012.0
Heart failure	C0018801	PKP2	5318	Q99959	plakophilin 2	cytoskeletal protein	39	0.681	0.241	5.1869e-18	0.02	no reported evidence	1.0	2	1	2015.0	2016.0
Heart failure	C0018801	TRPM4	54795	Q8TD43	transient receptor potential cation channel subfamily M member 4	receptor; transporter	34	0.69	0.379	5.9176e-33	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Heart failure	C0018801	RMDN3	55177	Q96TC7	regulator of microtubule dynamics 3		59	0.602	0.69	3.4123e-05	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Heart failure	C0018801	SLC52A1	55065	Q9NWF4	solute carrier family 52 member 1	receptor	92	0.572	0.621	4.7885e-06	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	CNR2	1269	P34972	cannabinoid receptor 2	receptor	110	0.554	0.621	6.9778e-06	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	MYL7	58498	Q01449	myosin light chain 7	calcium-binding protein; cytoskeletal protein	5	0.834	0.207	1.6172e-05	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Heart failure	C0018801	TPCN1	53373	Q9ULQ1	two pore segment channel 1		12	0.752	0.138	0.015032	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	UGT1A1	54658	P22309	UDP glucuronosyltransferase family 1 member A1		195	0.491	0.724	3.5614e-06	0.01	no reported evidence	0.0	1	0	2010.0	2010.0
Heart failure	C0018801	CP	1356	P00450	ceruloplasmin	oxidoreductase	190	0.5	0.586	2.7933e-09	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	COL11A2	1302	P13942	collagen type XI alpha 2 chain		281	0.478	0.69	0.41511	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Heart failure	C0018801	CPT1A	1374	P50416	carnitine palmitoyltransferase 1A	transferase	91	0.621	0.448	5.6939e-09	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	RBM25	58517	P49756	RNA binding motif protein 25		2	0.928	0.034	1.0	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	CD44	960	P16070	CD44 molecule (Indian blood group)		467	0.389	0.862	2.0978e-07	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	RHOU	58480	Q7L0Q8	ras homolog family member U	enzyme modulator	10	0.785	0.172	0.30149	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	CXCL16	58191	Q9H2A7	C-X-C motif chemokine ligand 16	signaling molecule	77	0.58	0.448	3.4573e-05	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	CD68	968	P34810	CD68 molecule	membrane traffic protein	192	0.48	0.793	1.2196e-06	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	CHPT1	56994	Q8WUD6	choline phosphotransferase 1	transferase	130	0.524	0.655	0.00023115	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	PBK	55872	Q96KB5	PDZ binding kinase	kinase; transferase	61	0.607	0.621	7.6861e-06	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	ENAH	55740	Q8N8S7	ENAH, actin regulator		11	0.773	0.172	0.99985	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	SYBU	55638	Q9NX95	syntabulin	enzyme modulator; membrane traffic protein	54	0.616	0.69	0.00011437	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Heart failure	C0018801	NLN	57486	Q9BYT8	neurolysin	hydrolase; protease	28	0.667	0.448	4.337e-12	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Heart failure	C0018801	CLCN3	1182	P51790	chloride voltage-gated channel 3	transporter	35	0.667	0.483	0.99976	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	CLCNKA	1187	P51800	chloride voltage-gated channel Ka		41	0.713	0.379	8.4285e-18	0.01	no reported evidence	1.0	1	1	2011.0	2011.0
Heart failure	C0018801	CDS1	1040	Q92903	CDP-diacylglycerol synthase 1		23	0.701	0.414	0.00053705	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	CFAP97	57587	Q9P2B7	cilia and flagella associated protein 97		15	0.72	0.414		0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Heart failure	C0018801	CMA1	1215	P23946	chymase 1	hydrolase; protease	80	0.575	0.517	9.4048e-09	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	CDKN1A	1026	P38936	cyclin dependent kinase inhibitor 1A		369	0.415	0.724	0.0020695	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Heart failure	C0018801	ZKSCAN7	55888	Q9P0L1	zinc finger with KRAB and SCAN domains 7		10	0.857	0.138	1.2464e-05	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
